sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,67062066,,0,,0,0,2015/10/12 13:42:00,2015/10/12 13:42:00,2015/10/12,2015/10/12,100000,0,0,100000,0,0,0,n/a,0,0,Initial Deposit,jk_5502525115
Closed position,67869130,CADJPY,0.2,Sell,91.283,90.931,2015/10/27 12:30:15,2015/10/27 16:48:52,2015/10/27,2015/10/27,58.49,0,0,58.49,0,0,35.2,Win,4.31,0,,jk_5502525115
Closed position,67833299,USDJPY,0.1,Sell,120.943,120.295,2015/10/26 18:12:04,2015/10/27 19:07:21,2015/10/26,2015/10/27,53.87,-0.18,0,53.69,0,0,64.8,Win,24.92,0,,jk_5502525115
Closed position,67885337,CHFJPY,0.3,Sell,122.21,122.025,2015/10/27 16:51:39,2015/10/28 09:31:23,2015/10/27,2015/10/28,46.09,0.19,0,46.28,0,0,18.5,Win,16.66,0,,jk_5502525115
Closed position,67917527,USDCAD,0.35,Buy,1.32787,1.31352,2015/10/28 08:06:08,2015/10/28 18:45:42,2015/10/28,2015/10/28,-382.37,0,0,-382.37,0,0,-143.5,Loss,10.66,0,,jk_5502525115
Closed position,67834651,EURUSD,0.2,Buy,1.10549,1.10784,2015/10/26 18:38:50,2015/10/28 18:56:36,2015/10/26,2015/10/28,47,-1.12,0,45.88,0,0,23.5,Win,48.3,0,,jk_5502525115
Closed position,67920330,NZDUSD,0.35,Sell,0.67319,0.67218,2015/10/28 09:32:46,2015/10/28 19:00:36,2015/10/28,2015/10/28,35.35,0,0,35.35,0,0,10.1,Win,9.46,0,,jk_5502525115
Closed position,67949713,USDCAD,0.5,Sell,1.31514,1.31422,2015/10/28 18:24:07,2015/10/28 19:03:15,2015/10/28,2015/10/28,35,0,0,35,0,0,9.2,Win,0.65,0,,jk_5502525115
Closed position,67861595,EURJPY,0.2,Buy,133.433,133.454,2015/10/27 10:10:19,2015/10/28 19:27:38,2015/10/27,2015/10/28,3.49,0,0,3.49,0,0,2.1,Win,33.29,0,,jk_5502525115
Closed position,68021866,CADJPY,0.35,Buy,91.702,91.892,2015/10/29 16:23:55,2015/10/29 19:58:41,2015/10/29,2015/10/29,54.92,0,0,54.92,0,0,19.0,Win,3.58,0,,jk_5502525115
Closed position,68179594,AUDUSD,0.35,Buy,0.71659,0.71973,2015/11/03 04:02:55,2015/11/03 06:00:04,2015/11/03,2015/11/03,109.9,0,0,109.9,0,0,31.4,Win,1.95,0,,jk_5502525115
Closed position,68152115,GBPUSD,0.35,Buy,1.54698,1.54082,2015/11/02 15:47:05,2015/11/03 12:01:31,2015/11/02,2015/11/03,-215.6,-0.28,0,-215.88,0,0,-61.6,Loss,20.24,0,,jk_5502525115
Closed position,68201426,EURUSD,0.5,Buy,1.09841,1.09609,2015/11/03 13:42:24,2015/11/03 15:43:43,2015/11/03,2015/11/03,-116,0,0,-116,0,0,-23.2,Loss,2.02,0,,jk_5502525115
Closed position,68207636,AUDNZD,0.5,Buy,1.07289,1.07313,2015/11/03 16:00:04,2015/11/03 16:15:19,2015/11/03,2015/11/03,8.01,0,0,8.01,0,0,2.4,Win,0.25,0,,jk_5502525115
Closed position,68201607,CADJPY,0.5,Buy,92.188,92.269,2015/11/03 13:47:23,2015/11/03 17:40:14,2015/11/03,2015/11/03,33.43,0,0,33.43,0,0,8.1,Win,3.88,0,,jk_5502525115
Closed position,68191077,AUDJPY,0.5,Buy,86.917,86.856,2015/11/03 09:37:09,2015/11/03 17:55:56,2015/11/03,2015/11/03,-25.17,0,0,-25.17,0,0,-6.1,Loss,8.31,0,,jk_5502525115
Closed position,68236552,EURUSD,0.3,Sell,1.09481,1.09338,2015/11/04 03:27:37,2015/11/04 10:07:55,2015/11/04,2015/11/04,42.9,0,0,42.9,0,0,14.3,Win,6.67,0,,jk_5502525115
Closed position,68315795,EURGBP,0.6,Buy,0.71312,0.71391,2015/11/05 15:09:08,2015/11/05 15:47:28,2015/11/05,2015/11/05,72.19,0,0,72.19,0,0,7.9,Win,0.64,0,,jk_5502525115
Closed position,68316047,CADCHF,0.5,Sell,0.75657,0.75623,2015/11/05 15:11:45,2015/11/06 04:59:02,2015/11/05,2015/11/06,17.08,-1.96,0,15.12,0,0,3.4,Win,13.79,0,,jk_5502525115
Closed position,68320723,EURGBP,0.8,Buy,0.715,0.71565,2015/11/05 16:08:11,2015/11/06 07:31:42,2015/11/05,2015/11/06,79.06,-2.3,0,76.76,0,0,6.5,Win,15.39,0,,jk_5502525115
Closed position,68237855,AUDCAD,0.3,Sell,0.94036,0.93751,2015/11/04 04:01:42,2015/11/06 15:34:56,2015/11/04,2015/11/06,64.61,-5.93,0,58.68,0,0,28.5,Win,59.55,0,,jk_5502525115
Closed position,68314030,EURGBP,0.4,Sell,0.71105,0.71249,2015/11/05 14:35:52,2015/11/06 18:00:32,2015/11/05,2015/11/06,-86.85,0.21,0,-86.64,0,0,-14.4,Loss,27.41,0,,jk_5502525115
Closed position,68473950,AUDCHF,0.3,Buy,0.70873,0.71018,2015/11/10 16:19:43,2015/11/11 15:59:03,2015/11/10,2015/11/11,43.27,1.04,0,44.31,0,0,14.5,Win,23.66,0,,jk_5502525115
Closed position,68447524,CADCHF,0.3,Sell,0.75533,0.75212,2015/11/10 02:55:19,2015/11/12 18:50:21,2015/11/10,2015/11/12,96.18,-4.66,0,91.52,0,0,32.1,Win,63.92,0,,jk_5502525115
