sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,67061533,,0,,0,0,2015/10/12 13:37:54,2015/10/12 13:37:54,2015/10/12,2015/10/12,100000,0,0,100000,0,0,0,n/a,0,0,Initial Deposit,jk_5602685371
Closed position,67799227,AUDJPY,0.05,Buy,87.778,87.769,2015/10/26 05:51:19,2015/10/26 05:59:52,2015/10/26,2015/10/26,-0.37,0,0,-0.37,0,0,-0.9,Loss,0.14,0,,jk_5602685371
Closed position,67799242,AUDUSD,0.05,Buy,0.72432,0.72439,2015/10/26 05:52:07,2015/10/26 06:00:05,2015/10/26,2015/10/26,0.35,0,0,0.35,0,0,0.7,Win,0.13,0,,jk_5602685371
Closed position,67799646,USDJPY,0.05,Buy,121.177,121.183,2015/10/26 06:05:57,2015/10/26 06:08:36,2015/10/26,2015/10/26,0.25,0,0,0.25,0,0,0.6,Win,0.04,0,,jk_5602685371
Closed position,67800207,EURAUD,0.05,Buy,1.52075,1.52038,2015/10/26 06:18:27,2015/10/26 06:29:09,2015/10/26,2015/10/26,-1.34,0,0,-1.34,0,0,-3.7,Loss,0.18,0,,jk_5602685371
Closed position,67799710,USDJPY,0.05,Buy,121.18,121.137,2015/10/26 06:09:21,2015/10/26 06:37:45,2015/10/26,2015/10/26,-1.77,0,0,-1.77,0,0,-4.3,Loss,0.47,0,,jk_5602685371
Closed position,67800743,AUDNZD,0.05,Buy,1.07064,1.07009,2015/10/26 06:29:47,2015/10/26 06:37:50,2015/10/26,2015/10/26,-1.87,0,0,-1.87,0,0,-5.5,Loss,0.13,0,,jk_5602685371
Closed position,67814453,CADCHF,0.05,Buy,0.74468,0.74468,2015/10/26 12:42:23,2015/10/26 12:49:45,2015/10/26,2015/10/26,0,0,0,0,0,0,0.0,B/E,0.12,0,,jk_5602685371
Closed position,67814500,CADJPY,0.05,Buy,92.097,92.109,2015/10/26 12:44:10,2015/10/26 12:50:18,2015/10/26,2015/10/26,0.5,0,0,0.5,0,0,1.2,Win,0.1,0,,jk_5602685371
Closed position,67814333,USDJPY,0.05,Buy,121.089,121.089,2015/10/26 12:39:54,2015/10/26 12:56:24,2015/10/26,2015/10/26,0,0,0,0,0,0,0.0,B/E,0.28,0,,jk_5602685371
Closed position,67814731,CADJPY,0.05,Buy,92.143,92.147,2015/10/26 12:50:45,2015/10/26 12:56:32,2015/10/26,2015/10/26,0.17,0,0,0.17,0,0,0.4,Win,0.1,0,,jk_5602685371
Closed position,67814052,USDJPY,0.05,Buy,121.104,121.114,2015/10/26 12:30:19,2015/10/26 12:56:38,2015/10/26,2015/10/26,0.41,0,0,0.41,0,0,1.0,Win,0.44,0,,jk_5602685371
Closed position,67815363,CADJPY,0.05,Buy,92.126,92.126,2015/10/26 13:03:20,2015/10/26 13:09:31,2015/10/26,2015/10/26,0,0,0,0,0,0,0.0,B/E,0.1,0,,jk_5602685371
