sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,67061746,,0,,0,0,2015/10/12 13:39:58,2015/10/12 13:39:58,2015/10/12,2015/10/12,100000,0,0,100000,0,0,0,n/a,0,0,Initial Deposit,jk_5602685405
Closed position,67811615,GBPJPY,0.5,Buy,185.347,185.361,2015/10/26 11:42:06,2015/10/26 11:46:10,2015/10/26,2015/10/26,5.79,0,0,5.79,185.361,0,1.4,Win,0.07,0,[tp],jk_5602685405
Closed position,67811896,GBPCAD,0.7,Buy,2.01527,2.01544,2015/10/26 11:49:47,2015/10/26 11:52:33,2015/10/26,2015/10/26,9.05,0,0,9.05,0,0,1.7,Win,0.05,0,,jk_5602685405
Closed position,67812024,CHFJPY,2,Buy,123.726,123.738,2015/10/26 11:53:37,2015/10/26 11:56:12,2015/10/26,2015/10/26,19.85,0,0,19.85,0,0,1.2,Win,0.04,0,,jk_5602685405
Closed position,67813352,AUDJPY,2,Sell,87.839,87.839,2015/10/26 12:14:53,2015/10/26 12:45:17,2015/10/26,2015/10/26,0,0,0,0,87.823,0,0.0,B/E,0.51,0,,jk_5602685405
Closed position,67814652,AUDCAD,1,Sell,0.95339,0.95338,2015/10/26 12:49:27,2015/10/26 12:56:38,2015/10/26,2015/10/26,0.76,0,0,0.76,0.95338,0,0.1,Win,0.12,0,[tp],jk_5602685405
Closed position,67812149,USDCHF,2,Sell,0.97723,0.9819,2015/10/26 11:57:08,2015/10/26 15:08:19,2015/10/26,2015/10/26,-951.22,0,0,-951.22,0.97723,0.985,-46.7,Loss,3.19,0,,jk_5602685405
Closed position,67820845,AUDCAD,1,Buy,0.95402,0.95421,2015/10/26 15:10:21,2015/10/26 15:20:08,2015/10/26,2015/10/26,14.46,0,0,14.46,0,0,1.9,Win,0.16,0,,jk_5602685405
Closed position,67821675,GBPUSD,1,Buy,1.53385,1.53387,2015/10/26 15:24:40,2015/10/26 15:27:18,2015/10/26,2015/10/26,2,0,0,2,0,0,0.2,Win,0.04,0,,jk_5602685405
Closed position,67820702,AUDNZD,1,Buy,1.07118,1.07084,2015/10/26 15:09:47,2015/10/26 15:27:38,2015/10/26,2015/10/26,-23.05,0,0,-23.05,0,0,-3.4,Loss,0.3,0,,jk_5602685405
Closed position,67821935,USDNOK,1,Sell,8.36507,8.365,2015/10/26 15:29:37,2015/10/26 15:30:41,2015/10/26,2015/10/26,0.84,0,0,0.84,8.365,0,0.7,Win,0.02,0,[tp],jk_5602685405
Closed position,67834086,EURAUD,1,Sell,1.52237,1.52224,2015/10/26 18:26:12,2015/10/26 18:26:58,2015/10/26,2015/10/26,9.43,0,0,9.43,0,0,1.3,Win,0.01,0,,jk_5602685405
Closed position,67834172,GBPUSD,1,Buy,1.53585,1.53555,2015/10/26 18:28:05,2015/10/26 18:30:46,2015/10/26,2015/10/26,-30,0,0,-30,0,0,-3.0,Loss,0.04,0,,jk_5602685405
Closed position,67834367,CADJPY,1,Buy,92.033,92.038,2015/10/26 18:31:48,2015/10/26 18:34:16,2015/10/26,2015/10/26,4.13,0,0,4.13,0,0,0.5,Win,0.04,0,,jk_5602685405
