sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,117347536,,0,,0,0,2014/10/09 20:40:32,2014/10/09 20:40:32,2014/10/09,2014/10/09,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,a0_5404680786
Closed position,118023251,EURUSD,2.5,Buy,1.2505,1.2548,2014/11/04 09:29:22,2014/11/04 17:29:36,2014/11/04,2014/11/04,1075,0,0,1075,1.2548,0,43,Win,8,0,tp,a0_5404680786
Closed position,118059404,CHFJPY,0.5,Sell,118.9,118.7,2014/11/05 06:52:33,2014/11/05 12:15:49,2014/11/05,2014/11/05,87.34,0,0,87.34,117.8,0,20,Win,5.39,0,,a0_5404680786
Closed position,118069912,EURUSD,1,Buy,1.2496,1.25088,2014/11/05 11:04:48,2014/11/06 06:22:38,2014/11/05,2014/11/06,128,-3.45,0,124.55,1.25088,0,12.8,Win,19.3,0,tp,a0_5404680786
Closed position,118187104,EURUSD,1.5,Buy,1.23895,1.23995,2014/11/07 09:13:41,2014/11/07 11:21:44,2014/11/07,2014/11/07,150,0,0,150,1.248,1.2372,10.0,Win,2.13,0,,a0_5404680786
Closed position,118022049,USDCAD,2,Sell,1.1344,1.1338,2014/11/04 09:05:48,2014/11/07 15:38:21,2014/11/04,2014/11/07,105.84,17.98,0,123.82,1.1338,0,6,Win,78.54,0,tp,a0_5404680786
Closed position,118024284,USDJPY,0.5,Sell,113.54,114.3,2014/11/04 09:57:15,2014/11/07 20:49:59,2014/11/04,2014/11/07,-332.46,-2.62,0,-335.08,114.3,0,-76,Loss,82.88,0,tp,a0_5404680786
Closed position,118226334,USDJPY,2,Buy,114.406,114.405,2014/11/10 03:44:22,2014/11/10 03:47:17,2014/11/10,2014/11/10,-1.75,0,0,-1.75,0,0,-0.1,Loss,0.05,0,,a0_5404680786
Closed position,118234601,EURUSD,2.3,Buy,1.24793,1.24706,2014/11/10 09:59:02,2014/11/10 10:30:29,2014/11/10,2014/11/10,-200.1,0,0,-200.1,1.25,0,-8.7,Loss,0.52,0,,a0_5404680786
Closed position,118226940,USDJPY,3.8,Sell,114.14,114.4,2014/11/10 04:04:43,2014/11/10 15:49:33,2014/11/10,2014/11/10,-863.64,0,0,-863.64,113.7,114.4,-26,Loss,11.75,0,[sl],a0_5404680786
Closed position,118282540,USDCHF,1.4,Sell,0.96886,0.96806,2014/11/11 10:49:32,2014/11/11 13:41:20,2014/11/11,2014/11/11,115.7,0,0,115.7,0,0,8.0,Win,2.86,0,,a0_5404680786
Closed position,118364131,EURUSD,2.3,Buy,1.24378,1.2445,2014/11/13 02:17:38,2014/11/13 03:46:58,2014/11/13,2014/11/13,165.6,0,0,165.6,1.2445,0,7.2,Win,1.49,0,tp,a0_5404680786
Closed position,118366874,AUDSGD,0.75,Sell,1.1212,1.131,2014/11/13 04:53:07,2014/11/13 12:10:26,2014/11/13,2014/11/13,-569.41,0,0,-569.41,1.117,1.131,-98,Loss,7.29,0,[sl],a0_5404680786
Closed position,118718057,EURUSD,0.6,Buy,1.25397,1.25409,2014/11/19 12:31:18,2014/11/19 12:57:21,2014/11/19,2014/11/19,7.2,0,0,7.2,0,0,1.2,Win,0.43,0,,a0_5404680786
Closed position,118290902,AUDUSD,1.5,Sell,0.86278,0.86155,2014/11/11 13:42:55,2014/11/19 17:14:52,2014/11/11,2014/11/19,184.5,-82.62,0,101.88,0.86155,0,12.3,Win,195.53,0,[tp],a0_5404680786
Closed position,118120735,EURAUD,1.5,Buy,1.455,1.4555,2014/11/06 06:52:54,2014/11/19 19:25:38,2014/11/06,2014/11/19,64.67,-172.66,0,-107.99,1.458,0,5,Loss,324.55,0,,a0_5404680786
