sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Open position,42772945,XAUUSD,0.01,Buy,1327.57,1225.05,2013/09/13 05:29:03,1970/01/01 00:00:00,2013/09/13,1970/01/01,-102.52,-20.92,0,-123.44,0,0,-1025.2,Loss,0,0,from #42678079,5304681488
Deposit,40596172,,0,,0,0,2013/07/11 07:49:49,2013/07/11 07:49:49,2013/07/11,2013/07/11,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,5304681488
Closed position,40770848,XAUUSD,0.01,Buy,1287.81,1291.44,2013/07/17 09:50:07,2013/07/19 06:55:28,2013/07/17,2013/07/19,3.63,-0.27,0,3.36,0,0,36.3,Win,45.09,0,,5304681488
Closed position,40770959,XAUUSD,0.02,Buy,1287.9,1316.63,2013/07/17 09:51:48,2013/07/22 10:27:42,2013/07/17,2013/07/22,57.46,-0.68,0,56.78,0,0,287.3,Win,120.6,0,to #40902339,5304681488
Closed position,40902339,XAUUSD,0.03,Buy,1287.9,1317.14,2013/07/17 09:51:48,2013/07/22 10:40:57,2013/07/17,2013/07/22,87.72,-1.02,0,86.70,0,0,292.4,Win,120.82,0,to #40902802,5304681488
Closed position,40902649,USDJPY,0.02,Buy,99.979,100.26,2013/07/22 10:35:16,2013/07/24 19:01:31,2013/07/22,2013/07/24,5.61,-0.05,0,5.56,100.5,0,28.1,Win,56.44,0,to #41065079,5304681488
Closed position,40830598,XAUUSD,0.03,Buy,1281.21,1329.25,2013/07/18 12:45:09,2013/07/24 19:07:12,2013/07/18,2013/07/24,144.12,-0.83,0,143.29,0,0,480.4,Win,150.37,0,to #41065360,5304681488
Closed position,41065079,USDJPY,0.03,Buy,99.979,100.241,2013/07/22 10:35:16,2013/07/24 19:08:54,2013/07/22,2013/07/24,7.84,-0.07,0,7.77,100.5,0,26.2,Win,56.56,0,from #40902649,5304681488
Closed position,41065360,XAUUSD,0.02,Buy,1281.21,1312.8,2013/07/18 12:45:09,2013/07/25 12:36:51,2013/07/18,2013/07/25,63.18,-0.98,0,62.20,0,0,315.9,Win,167.86,0,from #40830598,5304681488
Closed position,41191292,USDJPY,0.05,Buy,97.893,97.928,2013/07/29 19:21:29,2013/07/29 19:41:44,2013/07/29,2013/07/29,1.79,0,0,1.79,0,0,3.5,Win,0.34,0,to #41191503,5304681488
