sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,40595783,,0,,0,0,2013/07/11 07:40:34,2013/07/11 07:40:34,2013/07/11,2013/07/11,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,5502686123
Closed position,40710103,XAUUSD,1,Sell,1285.52,1284.94,2013/07/15 19:17:52,2013/07/15 19:46:51,2013/07/15,2013/07/15,58,0,0,58,0,0,5.8,Win,0.48,0,,5502686123
Closed position,40749525,EURUSD,8,Sell,1.31415,1.31378,2013/07/16 19:30:47,2013/07/17 04:54:50,2013/07/16,2013/07/17,296,-4.8,0,291.2,0,0,3.7,Win,9.4,0,,5502686123
Closed position,40774290,XAUUSD,8,Buy,1285.93,1297.59,2013/07/17 10:36:42,2013/07/17 17:04:40,2013/07/17,2013/07/17,9328,0,0,9328,0,0,116.6,Win,6.47,0,,5502686123
Closed position,40800536,XAUUSD,8,Sell,1296.98,1295.71,2013/07/17 17:09:34,2013/07/17 17:24:22,2013/07/17,2013/07/17,1016,0,0,1016,0,0,12.7,Win,0.25,0,,5502686123
Closed position,40711943,XAUUSD,1,Sell,1284.75,1283.26,2013/07/15 20:36:33,2013/07/17 17:44:50,2013/07/15,2013/07/17,149,0.93,0,149.93,0,0,14.9,Win,45.14,0,,5502686123
Closed position,40803864,XAUUSD,8,Buy,1279.46,1280.03,2013/07/17 17:47:50,2013/07/17 17:48:35,2013/07/17,2013/07/17,456,0,0,456,0,0,5.7,Win,0.01,0,,5502686123
Closed position,40804119,XAUUSD,8,Buy,1281.08,1281.23,2013/07/17 17:49:54,2013/07/17 17:51:09,2013/07/17,2013/07/17,120,0,0,120,0,0,1.5,Win,0.02,0,,5502686123
Closed position,40804536,XAUUSD,8,Sell,1282.63,1281.81,2013/07/17 17:54:50,2013/07/17 17:55:06,2013/07/17,2013/07/17,656,0,0,656,0,0,8.2,Win,0,0,,5502686123
Closed position,40805967,XAUUSD,8,Sell,1283.91,1283.27,2013/07/17 18:13:01,2013/07/17 18:13:39,2013/07/17,2013/07/17,512,0,0,512,0,0,6.4,Win,0.01,0,,5502686123
Closed position,40806340,XAUUSD,8,Sell,1284.15,1282.05,2013/07/17 18:18:35,2013/07/17 18:26:58,2013/07/17,2013/07/17,1680,0,0,1680,0,0,21.0,Win,0.14,0,,5502686123
Closed position,40809207,XAUUSD,8,Buy,1273.35,1274.83,2013/07/17 19:02:28,2013/07/17 19:04:29,2013/07/17,2013/07/17,1184,0,0,1184,0,0,14.8,Win,0.03,0,,5502686123
