sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,40608333,,0,,0,0,2013/07/11 10:32:35,2013/07/11 10:32:35,2013/07/11,2013/07/11,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,5402685985
Closed position,40729775,XAUEUR,3,Buy,983.72,984.03,2013/07/16 12:00:30,2013/07/16 13:00:14,2013/07/16,2013/07/16,121.61,0,0,121.61,0,0,3.1,Win,1,0,,5402685985
Closed position,40731433,EURUSD,3,Buy,1.30895,1.31086,2013/07/16 13:11:49,2013/07/16 13:21:23,2013/07/16,2013/07/16,573,0,0,573,0,0,19.1,Win,0.16,0,,5402685985
Closed position,40735770,EURAUD,3,Buy,1.42156,1.42232,2013/07/16 15:05:03,2013/07/16 15:15:42,2013/07/16,2013/07/16,210.23,0,0,210.23,0,0,7.6,Win,0.18,0,,5402685985
Closed position,40732360,AUDCAD,4,Sell,0.96118,0.96039,2013/07/16 13:36:20,2013/07/16 15:15:55,2013/07/16,2013/07/16,303.43,0,0,303.43,0,0,7.9,Win,1.66,0,,5402685985
Closed position,40736221,EURAUD,3,Buy,1.42252,1.42316,2013/07/16 15:17:06,2013/07/16 15:49:41,2013/07/16,2013/07/16,177.14,0,0,177.14,0,0,6.4,Win,0.54,0,,5402685985
Closed position,40739132,USDJPY,2.5,Buy,99.515,99.534,2013/07/16 16:11:55,2013/07/16 16:41:40,2013/07/16,2013/07/16,47.72,0,0,47.72,0,0,1.9,Win,0.5,0,,5402685985
Closed position,40740638,EURCAD,3,Buy,1.3679,1.36845,2013/07/16 16:40:46,2013/07/16 16:51:38,2013/07/16,2013/07/16,158.22,0,0,158.22,0,0,5.5,Win,0.18,0,,5402685985
Closed position,40738758,EURAUD,3,Buy,1.4248,1.4253,2013/07/16 16:06:28,2013/07/16 16:52:29,2013/07/16,2013/07/16,138.07,0,0,138.07,0,0,5,Win,0.77,0,,5402685985
Closed position,40740093,XAUUSD,2,Buy,1292.05,1293.97,2013/07/16 16:31:44,2013/07/16 17:32:36,2013/07/16,2013/07/16,384,0,0,384,0,0,19.2,Win,1.01,0,,5402685985
Closed position,40736394,USDCAD,2,Sell,1.04062,1.03997,2013/07/16 15:20:51,2013/07/16 17:59:34,2013/07/16,2013/07/16,125,0,0,125,0,0,6.5,Win,2.65,0,,5402685985
Closed position,40739659,GBPJPY,2.5,Buy,150.138,150.203,2013/07/16 16:22:11,2013/07/16 18:00:44,2013/07/16,2013/07/16,163.6,0,0,163.6,0,0,6.5,Win,1.64,0,,5402685985
Closed position,40746224,AUDJPY,2.5,Sell,91.711,91.65,2013/07/16 18:32:12,2013/07/16 18:54:51,2013/07/16,2013/07/16,153.51,0,0,153.51,0,0,6.1,Win,0.38,0,,5402685985
Closed position,40741400,GBPAUD,2.5,Buy,1.63858,1.63892,2013/07/16 17:05:58,2013/07/16 19:02:15,2013/07/16,2013/07/16,78.4,0,0,78.4,0,0,3.4,Win,1.94,0,,5402685985
Closed position,40750816,EURUSD,2,Buy,1.31438,1.31474,2013/07/16 20:01:29,2013/07/16 20:41:26,2013/07/16,2013/07/16,72,0,0,72,0,0,3.6,Win,0.67,0,,5402685985
Closed position,40749300,USDCAD,2.5,Buy,1.0389,1.03909,2013/07/16 19:25:04,2013/07/17 07:56:24,2013/07/16,2013/07/17,45.71,-12.15,0,33.56,0,0,1.9,Win,12.52,0,,5402685985
Closed position,40765784,XAUUSD,2,Sell,1289.94,1287.37,2013/07/17 07:16:18,2013/07/17 10:07:15,2013/07/17,2013/07/17,514,0,0,514,0,0,25.7,Win,2.85,0,,5402685985
Closed position,40774416,XAUUSD,2,Sell,1286.4,1276.36,2013/07/17 10:38:59,2013/07/17 22:09:24,2013/07/17,2013/07/17,2008,0,0,2008,0,0,100.4,Win,11.51,0,,5402685985
