sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,40594549,,0,,0,0,2013/07/11 07:14:36,2013/07/11 07:14:36,2013/07/11,2013/07/11,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,5402616006
Closed position,40838167,AUDCADpro,1,Sell,0.95416,0.95284,2013/07/18 16:53:42,2013/07/18 17:00:16,2013/07/18,2013/07/18,126.72,0,0,126.72,0,0,13.2,Win,0.11,0,,5402616006
Closed position,40838686,AUDCADpro,1,Sell,0.95307,0.95253,2013/07/18 17:02:14,2013/07/18 17:47:49,2013/07/18,2013/07/18,51.9,0,0,51.9,0,0,5.4,Win,0.76,0,,5402616006
Closed position,40838381,AUDJPYpro,1,Sell,91.897,91.892,2013/07/18 16:59:28,2013/07/19 07:49:07,2013/07/18,2013/07/19,5,-16.73,0,-11.73,0,0,0.5,Loss,14.83,0,,5402616006
Closed position,40838163,AUDCADpro,1,Buy,0.95439,0.95602,2013/07/18 16:52:59,2013/07/19 14:39:35,2013/07/18,2013/07/19,157.14,4.27,0,161.41,0,0,16.3,Win,21.78,0,,5402616006
Closed position,40849549,AUDCADpro,0.8,Buy,0.95181,0.95581,2013/07/18 21:06:42,2013/07/19 14:57:45,2013/07/18,2013/07/19,308.4,3.42,0,311.82,0,0,40.0,Win,17.85,0,,5402616006
Closed position,40874682,XAUUSD,0.78,Sell,1295.6,1294.7,2013/07/19 17:00:32,2013/07/19 17:37:50,2013/07/19,2013/07/19,70.2,0,0,70.2,0,0,9,Win,0.62,0,,5402616006
Closed position,40871911,AUDJPY,0.8,Sell,92.413,92.294,2013/07/19 14:59:44,2013/07/19 17:48:34,2013/07/19,2013/07/19,94.86,0,0,94.86,0,0,11.9,Win,2.81,0,,5402616006
Closed position,40877082,CHFJPY,0.8,Sell,106.703,106.438,2013/07/19 18:28:03,2013/07/22 08:20:39,2013/07/19,2013/07/22,211.92,-1.75,0,210.17,0,0,26.5,Win,61.88,0,,5402616006
Closed position,40872036,AUDJPYpro,0.8,Sell,92.403,91.99,2013/07/19 15:06:16,2013/07/22 13:04:51,2013/07/19,2013/07/22,330.48,-13.36,0,317.12,0,0,41.3,Win,69.98,0,,5402616006
Closed position,40908700,EURAUD,0.76,Buy,1.43303,1.43308,2013/07/22 13:06:42,2013/07/22 13:07:27,2013/07/22,2013/07/22,3.5,0,0,3.5,0,0,0.5,Win,0.01,0,,5402616006
Closed position,40871504,XAUUSD,1,Sell,1292.6,1333.18,2013/07/19 14:41:17,2013/07/23 10:18:05,2013/07/19,2013/07/23,-4058,0.95,0,-4057.05,0,0,-405.8,Loss,91.61,0,,5402616006
Closed position,40908856,CHFJPY,0.76,Buy,106.582,106.86,2013/07/22 13:10:28,2013/07/24 10:56:45,2013/07/22,2013/07/24,211.38,-4.49,0,206.89,0,0,27.8,Win,45.77,0,,5402616006
Closed position,40908747,EURAUD,0.76,Buy,1.43326,1.43693,2013/07/22 13:07:47,2013/07/24 11:01:00,2013/07/22,2013/07/24,257,-16,0,241,0,0,36.7,Win,45.89,0,,5402616006
Closed position,40874706,XAUUSD,0.78,Sell,1297.51,1285.86,2013/07/19 17:01:25,2013/08/06 19:26:23,2013/07/19,2013/08/06,908.7,5.98,0,914.68,0,0,116.5,Win,434.42,0,,5402616006
Closed position,41607988,XAUUSD,0.78,Buy,1286.25,1313.15,2013/08/06 19:26:45,2013/08/09 06:15:41,2013/08/06,2013/08/09,2098.2,-26.72,0,2071.48,0,0,269.0,Win,58.82,0,,5402616006
Closed position,41608641,CADCHF,0.78,Buy,0.89279,0.89677,2013/08/06 19:38:12,2013/08/12 03:31:58,2013/08/06,2013/08/12,336.53,5.89,0,342.42,0,0,39.8,Win,127.9,0,,5402616006
Closed position,41777362,EURAUD,0.78,Buy,1.45328,1.45817,2013/08/09 17:21:24,2013/08/14 04:46:00,2013/08/09,2013/08/14,346.66,-24.32,0,322.34,0,0,48.9,Win,107.41,0,,5402616006
