sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,40595879,,0,,0,0,2013/07/11 07:43:43,2013/07/11 07:43:43,2013/07/11,2013/07/11,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,5402475288
Closed position,40742815,AUDUSD,1,Buy,0.92315,0.92321,2013/07/16 17:38:26,2013/07/16 17:49:57,2013/07/16,2013/07/16,6,0,0,6,0,0,0.6,Win,0.19,0,,5402475288
Closed position,40743474,USDJPY,1,Sell,99.318,99.306,2013/07/16 17:54:00,2013/07/16 17:55:49,2013/07/16,2013/07/16,12.08,0,0,12.08,0,0,1.2,Win,0.03,0,,5402475288
Closed position,40744301,EURUSD,1,Buy,1.31379,1.3138,2013/07/16 18:05:42,2013/07/16 18:22:00,2013/07/16,2013/07/16,1,0,0,1,0,0,0.1,Win,0.27,0,,5402475288
Closed position,40772556,AUDUSD,1,Buy,0.91973,0.91972,2013/07/17 10:11:40,2013/07/17 10:12:39,2013/07/17,2013/07/17,-1,0,0,-1,0,0,-0.1,Loss,0.02,0,,5402475288
Closed position,40772766,AUDUSD,1,Buy,0.91994,0.91999,2013/07/17 10:14:41,2013/07/17 10:15:18,2013/07/17,2013/07/17,5,0,0,5,0,0,0.5,Win,0.01,0,,5402475288
Closed position,40772965,GBPUSD,1,Buy,1.50929,1.50942,2013/07/17 10:17:29,2013/07/17 10:19:36,2013/07/17,2013/07/17,13,0,0,13,0,0,1.3,Win,0.04,0,,5402475288
Closed position,40773180,GBPUSD,1,Buy,1.50915,1.50927,2013/07/17 10:22:25,2013/07/17 10:22:45,2013/07/17,2013/07/17,12,0,0,12,0,0,1.2,Win,0.01,0,,5402475288
Closed position,40773244,USDJPY,1,Buy,99.591,99.593,2013/07/17 10:23:39,2013/07/17 10:24:04,2013/07/17,2013/07/17,2.01,0,0,2.01,0,0,0.2,Win,0.01,0,,5402475288
Closed position,40773340,GBPUSD,1,Buy,1.50912,1.50922,2013/07/17 10:24:38,2013/07/17 10:25:11,2013/07/17,2013/07/17,10,0,0,10,0,0,1.0,Win,0.01,0,,5402475288
Closed position,40773559,GBPUSD,1,Sell,1.50955,1.50946,2013/07/17 10:27:52,2013/07/17 10:29:05,2013/07/17,2013/07/17,9,0,0,9,0,0,0.9,Win,0.02,0,,5402475288
Closed position,40773740,GBPUSD,1,Sell,1.50902,1.50881,2013/07/17 10:29:51,2013/07/17 10:30:29,2013/07/17,2013/07/17,21,0,0,21,0,0,2.1,Win,0.01,0,,5402475288
Closed position,40773881,EURUSD,1,Sell,1.31234,1.31241,2013/07/17 10:30:52,2013/07/17 10:31:13,2013/07/17,2013/07/17,-7,0,0,-7,0,0,-0.7,Loss,0.01,0,,5402475288
Closed position,40776678,GBPUSD,1.05,Buy,1.51151,1.51152,2013/07/17 11:13:01,2013/07/17 11:15:17,2013/07/17,2013/07/17,1.05,0,0,1.05,0,0,0.1,Win,0.04,0,,5402475288
Closed position,40776869,USDCHF,1,Buy,0.94013,0.94021,2013/07/17 11:16:04,2013/07/17 11:20:40,2013/07/17,2013/07/17,8.51,0,0,8.51,0,0,0.8,Win,0.08,0,,5402475288
Closed position,40777079,GBPUSD,1,Buy,1.511,1.51117,2013/07/17 11:20:07,2013/07/17 11:21:17,2013/07/17,2013/07/17,17,0,0,17,0,0,1.7,Win,0.02,0,,5402475288
Closed position,40776767,GBPUSD,1,Buy,1.51169,1.51204,2013/07/17 11:14:38,2013/07/17 11:25:18,2013/07/17,2013/07/17,35,0,0,35,0,0,3.5,Win,0.18,0,,5402475288
Closed position,40777446,CHFJPYpro,1.04,Buy,106.125,106.206,2013/07/17 11:24:59,2013/07/17 11:30:08,2013/07/17,2013/07/17,84.43,0,0,84.43,0,0,8.1,Win,0.09,0,,5402475288
Closed position,40777526,EURAUDpro,1.04,Buy,1.42797,1.42823,2013/07/17 11:26:12,2013/07/17 11:37:24,2013/07/17,2013/07/17,24.91,0,0,24.91,0,0,2.6,Win,0.19,0,,5402475288
Closed position,40777239,USDCHF,1.2,Buy,0.93996,0.94013,2013/07/17 11:22:01,2013/07/17 11:51:41,2013/07/17,2013/07/17,21.7,0,0,21.7,0,0,1.7,Win,0.49,0,,5402475288
Closed position,40779045,CHFJPYpro,1.04,Buy,106.075,106.097,2013/07/17 11:45:27,2013/07/17 11:57:39,2013/07/17,2013/07/17,22.95,0,0,22.95,0,0,2.2,Win,0.2,0,,5402475288
Closed position,40779862,AUDUSDpro,1.04,Buy,0.92071,0.92093,2013/07/17 11:57:17,2013/07/17 11:58:43,2013/07/17,2013/07/17,22.88,0,0,22.88,0,0,2.2,Win,0.02,0,,5402475288
Closed position,40780751,EURUSD,1.04,Buy,1.31452,1.31456,2013/07/17 12:08:03,2013/07/17 12:30:35,2013/07/17,2013/07/17,4.16,0,0,4.16,0,0,0.4,Win,0.38,0,,5402475288
Closed position,40782567,GBPAUD,1.04,Sell,1.65021,1.65002,2013/07/17 12:32:40,2013/07/17 12:34:19,2013/07/17,2013/07/17,18.19,0,0,18.19,0,0,1.9,Win,0.03,0,,5402475288
Closed position,40783729,EURUSD,1.04,Sell,1.31499,1.31484,2013/07/17 12:53:58,2013/07/17 12:55:18,2013/07/17,2013/07/17,15.6,0,0,15.6,0,0,1.5,Win,0.02,0,,5402475288
Closed position,40783288,NZDUSD,1.04,Buy,0.78633,0.78648,2013/07/17 12:44:32,2013/07/17 13:03:38,2013/07/17,2013/07/17,15.6,0,0,15.6,0,0,1.5,Win,0.32,0,,5402475288
Closed position,40784554,GBPUSD,1.04,Sell,1.52031,1.52026,2013/07/17 13:11:16,2013/07/17 13:12:03,2013/07/17,2013/07/17,5.2,0,0,5.2,0,0,0.5,Win,0.01,0,,5402475288
Closed position,40784698,AUDCAD,1.04,Buy,0.95721,0.95728,2013/07/17 13:14:04,2013/07/17 13:22:38,2013/07/17,2013/07/17,7.01,0,0,7.01,0,0,0.7,Win,0.14,0,,5402475288
Closed position,40784388,AUDCHF,1.04,Buy,0.86473,0.86488,2013/07/17 13:07:24,2013/07/17 13:25:19,2013/07/17,2013/07/17,16.62,0,0,16.62,0,0,1.5,Win,0.3,0,,5402475288
Closed position,40785181,AUDJPY,1.04,Buy,91.832,91.839,2013/07/17 13:23:28,2013/07/17 13:25:57,2013/07/17,2013/07/17,7.3,0,0,7.3,0,0,0.7,Win,0.04,0,,5402475288
Closed position,40785323,AUDCHF,1.04,Buy,0.86515,0.86568,2013/07/17 13:26:32,2013/07/17 14:06:29,2013/07/17,2013/07/17,58.68,0,0,58.68,0,0,5.3,Win,0.67,0,,5402475288
Closed position,40778337,GBPUSD,1.04,Buy,1.52334,1.52408,2013/07/17 11:34:45,2013/07/17 16:32:33,2013/07/17,2013/07/17,76.96,0,0,76.96,0,0,7.4,Win,4.96,0,,5402475288
Closed position,40797675,GBPUSD,1.04,Buy,1.52429,1.5248,2013/07/17 16:33:36,2013/07/17 16:34:17,2013/07/17,2013/07/17,53.04,0,0,53.04,0,0,5.1,Win,0.01,0,,5402475288
Closed position,40797764,GBPUSD,1.04,Buy,1.52502,1.52532,2013/07/17 16:34:34,2013/07/17 16:35:43,2013/07/17,2013/07/17,31.2,0,0,31.2,0,0,3.0,Win,0.02,0,,5402475288
Closed position,40798295,EURUSD,1.04,Buy,1.31513,1.3154,2013/07/17 16:44:22,2013/07/17 16:45:14,2013/07/17,2013/07/17,28.08,0,0,28.08,0,0,2.7,Win,0.01,0,,5402475288
Closed position,40778618,USDJPY,1.04,Buy,99.709,99.738,2013/07/17 11:38:48,2013/07/17 17:45:09,2013/07/17,2013/07/17,30.24,0,0,30.24,0,0,2.9,Win,6.11,0,,5402475288
Closed position,40803763,GBPUSD,1.04,Sell,1.51701,1.51681,2013/07/17 17:46:40,2013/07/17 17:47:35,2013/07/17,2013/07/17,20.8,0,0,20.8,0,0,2.0,Win,0.02,0,,5402475288
Closed position,40803914,GBPUSD,1.04,Sell,1.51677,1.51655,2013/07/17 17:48:14,2013/07/17 17:48:26,2013/07/17,2013/07/17,22.88,0,0,22.88,0,0,2.2,Win,0,0,,5402475288
Closed position,40804002,GBPUSD,5,Sell,1.51577,1.51557,2013/07/17 17:49:01,2013/07/17 17:49:19,2013/07/17,2013/07/17,100,0,0,100,0,0,2.0,Win,0,0,,5402475288
Closed position,40804099,GBPUSD,5,Sell,1.51589,1.51557,2013/07/17 17:49:34,2013/07/17 17:50:01,2013/07/17,2013/07/17,160,0,0,160,0,0,3.2,Win,0.01,0,,5402475288
Closed position,40822086,EURAUDpro,1,Buy,1.42636,1.42644,2013/07/18 05:10:56,2013/07/18 05:11:39,2013/07/18,2013/07/18,7.36,0,0,7.36,0,0,0.8,Win,0.01,0,,5402475288
Closed position,40822140,AUDUSDpro,1,Buy,0.91909,0.91913,2013/07/18 05:14:22,2013/07/18 05:15:22,2013/07/18,2013/07/18,4,0,0,4,0,0,0.4,Win,0.02,0,,5402475288
Closed position,40822185,AUDUSDpro,1,Buy,0.91902,0.9191,2013/07/18 05:16:17,2013/07/18 05:17:01,2013/07/18,2013/07/18,8,0,0,8,0,0,0.8,Win,0.01,0,,5402475288
Closed position,40822230,USDJPYpro,1,Buy,99.802,99.752,2013/07/18 05:20:04,2013/07/18 05:24:35,2013/07/18,2013/07/18,-50.12,0,0,-50.12,0,0,-5.0,Loss,0.08,0,,5402475288
Closed position,40822311,USDJPYpro,1,Sell,99.747,99.743,2013/07/18 05:25:10,2013/07/18 05:43:36,2013/07/18,2013/07/18,4.01,0,0,4.01,0,0,0.4,Win,0.31,0,,5402475288
Closed position,40777968,CHFJPYpro,1.04,Buy,106.236,106.275,2013/07/17 11:31:05,2013/07/18 11:48:04,2013/07/17,2013/07/18,40.48,-8.15,0,32.33,0,0,3.9,Win,24.28,0,,5402475288
Closed position,40829083,XAUUSD,1,Buy,1279.15,1280.63,2013/07/18 11:50:13,2013/07/18 11:51:38,2013/07/18,2013/07/18,148,0,0,148,0,0,14.8,Win,0.02,0,,5402475288
Closed position,40829131,XAUUSD,1,Buy,1281.54,1281.95,2013/07/18 11:52:07,2013/07/18 12:00:13,2013/07/18,2013/07/18,41,0,0,41,0,0,4.1,Win,0.14,0,,5402475288
Closed position,40831065,AUDUSD,1,Buy,0.91805,0.91858,2013/07/18 13:00:03,2013/07/18 13:20:28,2013/07/18,2013/07/18,53,0,0,53,0,0,5.3,Win,0.34,0,,5402475288
Closed position,40829478,XAUUSD,1,Buy,1282.28,1282.45,2013/07/18 12:00:49,2013/07/18 13:26:36,2013/07/18,2013/07/18,17,0,0,17,0,0,1.7,Win,1.43,0,,5402475288
