sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,40593289,,0,,0,0,2013/07/11 06:51:22,2013/07/11 06:51:22,2013/07/11,2013/07/11,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,5402686306
Closed position,40710948,EURUSD,1.3,Buy,1.3053,1.30503,2013/07/15 19:53:03,2013/07/15 19:56:43,2013/07/15,2013/07/15,-35.1,0,0,-35.1,0,0,-2.7,Loss,0.06,0,,5402686306
Closed position,40728513,EURUSD,1.33,Sell,1.30775,1.30683,2013/07/16 11:25:24,2013/07/16 11:33:33,2013/07/16,2013/07/16,122.36,0,0,122.36,0,0,9.2,Win,0.14,0,,5402686306
Closed position,40728877,AUDJPY,1.4,Buy,91.559,91.632,2013/07/16 11:36:05,2013/07/16 11:39:07,2013/07/16,2013/07/16,102.59,0,0,102.59,0,0,7.3,Win,0.05,0,,5402686306
Closed position,40728982,EURUSD,1.4,Sell,1.30683,1.30699,2013/07/16 11:38:30,2013/07/16 11:45:16,2013/07/16,2013/07/16,-22.4,0,0,-22.4,0,0,-1.6,Loss,0.11,0,,5402686306
Closed position,40729412,EURUSD,1.5,Buy,1.30749,1.30735,2013/07/16 11:50:39,2013/07/16 12:27:47,2013/07/16,2013/07/16,-21,0,0,-21,0,0,-1.4,Loss,0.62,0,,5402686306
Closed position,40730252,AUDCADpro,1.3,Buy,0.95974,0.96028,2013/07/16 12:19:00,2013/07/16 12:28:20,2013/07/16,2013/07/16,67.31,0,0,67.31,0,0,5.4,Win,0.16,0,,5402686306
Closed position,40763196,AUDCHF,4,Buy,0.86879,0.86957,2013/07/17 05:04:41,2013/07/17 07:21:17,2013/07/17,2013/07/17,331.33,0,0,331.33,0,0,7.8,Win,2.28,0,,5402686306
Closed position,40763074,XAUUSD,4,Buy,1290,1290.63,2013/07/17 05:00:03,2013/07/17 07:21:42,2013/07/17,2013/07/17,252,0,0,252,0,0,6.3,Win,2.36,0,,5402686306
Closed position,40774827,XAUUSD,4,Buy,1286.64,1287.38,2013/07/17 10:46:44,2013/07/17 11:23:43,2013/07/17,2013/07/17,296,0,0,296,0,0,7.4,Win,0.62,0,,5402686306
Closed position,40762978,AUDJPY,2,Buy,91.762,92.008,2013/07/17 04:56:37,2013/07/17 11:31:22,2013/07/17,2013/07/17,493.15,0,0,493.15,0,0,24.6,Win,6.58,0,,5402686306
Closed position,40774469,AUDCHF,2,Sell,0.86568,0.86535,2013/07/17 10:40:09,2013/07/17 11:41:30,2013/07/17,2013/07/17,70.23,0,0,70.23,0,0,3.3,Win,1.02,0,,5402686306
Closed position,40779440,AUDCHFpro,4,Buy,0.86586,0.8643,2013/07/17 11:52:11,2013/07/17 13:42:30,2013/07/17,2013/07/17,-664.95,0,0,-664.95,0,0,-15.6,Loss,1.84,0,,5402686306
Closed position,40779510,AUDCHF,4,Buy,0.86612,0.86427,2013/07/17 11:52:44,2013/07/17 13:42:39,2013/07/17,2013/07/17,-788.6,0,0,-788.6,0,0,-18.5,Loss,1.83,0,,5402686306
Closed position,40786215,XAUUSD,4,Buy,1287.19,1287.88,2013/07/17 13:44:03,2013/07/17 14:06:15,2013/07/17,2013/07/17,276,0,0,276,0,0,6.9,Win,0.37,0,,5402686306
Closed position,40779732,AUDJPYpro,4,Buy,91.831,91.884,2013/07/17 11:55:43,2013/07/17 14:42:08,2013/07/17,2013/07/17,212.63,0,0,212.63,0,0,5.3,Win,2.77,0,,5402686306
Closed position,40779736,AUDJPYpro,4,Buy,91.846,91.861,2013/07/17 11:55:51,2013/07/17 14:48:12,2013/07/17,2013/07/17,60.14,0,0,60.14,0,0,1.5,Win,2.87,0,,5402686306
Closed position,40779598,AUDJPY,4,Buy,91.846,91.871,2013/07/17 11:53:42,2013/07/17 14:51:05,2013/07/17,2013/07/17,100.24,0,0,100.24,0,0,2.5,Win,2.96,0,,5402686306
Closed position,40786356,EURUSD,3,Buy,1.3149,1.3131,2013/07/17 13:46:45,2013/07/17 15:20:04,2013/07/17,2013/07/17,-540,0,0,-540,0,0,-18,Loss,1.56,0,,5402686306
Closed position,40830302,AUDCHF,2,Buy,0.86444,0.86531,2013/07/18 12:36:48,2013/07/18 12:54:33,2013/07/18,2013/07/18,184.52,0,0,184.52,0,0,8.7,Win,0.3,0,,5402686306
Closed position,40831210,USDJPY,4,Buy,100.134,100.171,2013/07/18 13:02:53,2013/07/18 14:25:35,2013/07/18,2013/07/18,147.75,0,0,147.75,0,0,3.7,Win,1.38,0,,5402686306
Closed position,40832246,XAGUSD,0.2,Buy,19.46,19.51,2013/07/18 13:40:40,2013/07/18 14:27:34,2013/07/18,2013/07/18,50,0,0,50,0,0,5,Win,0.78,0,,5402686306
Closed position,40832067,XAUEUR,1,Buy,978.23,982.36,2013/07/18 13:30:02,2013/07/18 15:42:59,2013/07/18,2013/07/18,540.03,0,0,540.03,0,0,41.3,Win,2.22,0,,5402686306
Closed position,40831792,USDJPY,3,Sell,100.014,100.28,2013/07/18 13:20:34,2013/07/18 15:43:58,2013/07/18,2013/07/18,-795.77,0,0,-795.77,0,0,-26.6,Loss,2.39,0,,5402686306
Closed position,40831010,AUDJPY,3,Buy,91.905,91.949,2013/07/18 12:59:09,2013/07/18 17:05:27,2013/07/18,2013/07/18,131.47,0,0,131.47,0,0,4.4,Win,4.11,0,,5402686306
Closed position,40831131,EURUSD,3,Buy,1.31067,1.31094,2013/07/18 13:00:32,2013/07/19 02:36:09,2013/07/18,2013/07/19,81,-10.08,0,70.92,1.315,0,2.7,Win,13.59,0,,5402686306
Closed position,40831997,USDCNH,3,Sell,6.13977,6.14414,2013/07/18 13:26:34,2013/07/19 02:36:27,2013/07/18,2013/07/19,-213.37,0.98,0,-212.39,6.1396,0,-0.4,Loss,13.16,0,,5402686306
