sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Deposit,40845220,,0,,0,0,2013/07/18 19:27:40,2013/07/18 19:27:40,2013/07/18,2013/07/18,10000,0,0,10000,0,0,0,n/a,0,0,Deposit,5304610032
Closed position,41842310,EURCAD,2,Sell,1.37125,1.37053,2013/08/12 20:30:03,2013/08/12 23:55:08,2013/08/12,2013/08/12,139.74,0,0,139.74,1.36525,1.37625,7.2,Win,3.42,39881640,,5304610032
Closed position,41857388,EURCAD,2,Sell,1.37095,1.37286,2013/08/13 02:48:33,2013/08/13 09:20:19,2013/08/13,2013/08/13,-370.41,0,0,-370.41,1.36495,1.37595,-19.1,Loss,6.53,39881640,,5304610032
Closed position,41928213,EURCAD,10,Sell,1.37225,1.37218,2013/08/13 23:02:53,2013/08/14 00:01:19,2013/08/13,2013/08/14,67.67,21.08,0,88.75,1.36625,1.37825,0.7,Win,0.97,94918,,5304610032
Closed position,41929248,EURCAD,10,Sell,1.37215,1.37209,2013/08/14 00:15:13,2013/08/14 00:31:30,2013/08/14,2013/08/14,57.99,0,0,57.99,1.36615,1.37815,0.6,Win,0.27,94918,,5304610032
Closed position,41928207,EURCAD,10,Sell,1.37208,1.37269,2013/08/13 23:02:29,2013/08/14 05:03:09,2013/08/13,2013/08/14,-589.31,21.08,0,-568.23,1.36608,1.37808,-6.1,Loss,6.01,1919263,,5304610032
Closed position,41925120,EURCAD,2,Sell,1.37151,1.37265,2013/08/13 20:50:49,2013/08/14 05:03:13,2013/08/13,2013/08/14,-220.28,4.22,0,-216.06,1.36551,1.37651,-11.4,Loss,8.21,39881640,,5304610032
Closed position,41967016,EURCAD,0.01,Buy,1.36971,1.36993,2013/08/14 16:30:54,2013/08/14 17:40:21,2013/08/14,2013/08/14,0.22,0,0,0.22,0,0,2.2,Win,1.16,0,,5304610032
Closed position,41967022,EURCAD,0.01,Buy,1.36983,1.36999,2013/08/14 16:31:00,2013/08/14 17:40:25,2013/08/14,2013/08/14,0.15,0,0,0.15,0,0,1.6,Win,1.16,0,,5304610032
Closed position,41967028,EURCAD,0.01,Buy,1.3697,1.36999,2013/08/14 16:31:06,2013/08/14 17:40:28,2013/08/14,2013/08/14,0.28,0,0,0.28,0,0,2.9,Win,1.16,0,,5304610032
Closed position,41967034,EURCAD,0.01,Buy,1.36969,1.37001,2013/08/14 16:31:09,2013/08/14 17:40:32,2013/08/14,2013/08/14,0.31,0,0,0.31,0,0,3.2,Win,1.16,0,,5304610032
Closed position,41967039,EURCAD,0.01,Sell,1.36944,1.37025,2013/08/14 16:31:12,2013/08/14 17:40:36,2013/08/14,2013/08/14,-0.79,0,0,-0.79,0,0,-8.1,Loss,1.16,0,,5304610032
Closed position,41967043,EURCAD,0.01,Sell,1.36942,1.37025,2013/08/14 16:31:16,2013/08/14 17:40:40,2013/08/14,2013/08/14,-0.81,0,0,-0.81,0,0,-8.3,Loss,1.16,0,,5304610032
Closed position,41967048,EURCAD,0.01,Sell,1.36948,1.37026,2013/08/14 16:31:21,2013/08/14 17:40:43,2013/08/14,2013/08/14,-0.76,0,0,-0.76,0,0,-7.8,Loss,1.16,0,,5304610032
Closed position,41967061,EURCAD,0.01,Sell,1.3695,1.37029,2013/08/14 16:31:25,2013/08/14 17:40:47,2013/08/14,2013/08/14,-0.76,0,0,-0.76,0,0,-7.9,Loss,1.16,0,,5304610032
Closed position,42024648,EURCAD,0.01,Sell,1.36751,1.55073,2013/08/15 16:46:53,2016/02/05 22:55:26,2013/08/15,2016/02/05,-131.76,14.79,0,-116.97,0,0,-1832.2,Loss,21702.14,0,,5304610032
Closed position,42024770,EURCAD,0.01,Buy,1.36791,1.55056,2013/08/15 16:48:09,2016/02/05 22:55:28,2013/08/15,2016/02/05,131.37,-41.29,0,90.08,0,0,1826.5,Win,21702.12,0,,5304610032
