,,Open,High,Low,Close,,,https://www.exness.com/intl/th/history_quotes/,,,,,GMT
2012.08.08,0:00,1.2384,1.24017,1.23263,1.23714,0,,,,,,,
2012.08.09,0:00,1.23708,1.23865,1.22661,1.22922,0,,,,,,,
2012.08.10,0:00,1.2292,1.23161,1.22413,1.22854,0,,,,,,,
2012.08.12,0:00,1.22887,1.22905,1.2274,1.22742,0,,,,,,,
2012.08.13,0:00,1.22748,1.23732,1.22599,1.23258,0,,,,,,,
2012.08.14,0:00,1.23259,1.23852,1.23156,1.23231,0,,,,,,,
2012.08.15,0:00,1.23234,1.23431,1.22638,1.22881,0,,,,,,,
2012.08.16,0:00,1.22882,1.23724,1.22554,1.23564,0,,,,,,,
2012.08.17,0:00,1.23557,1.23818,1.22884,1.2331,0,,,,,,,
2012.08.19,0:00,1.23409,1.23502,1.23277,1.23314,0,,,,,,,
2012.08.20,0:00,1.23295,1.23686,1.22949,1.23503,0,,,,,,,
2012.08.21,0:00,1.23501,1.24871,1.23457,1.24758,0,,,,,,,
2012.08.22,0:00,1.24751,1.25433,1.24311,1.25333,0,,,,,,,
2012.08.23,0:00,1.25336,1.2589,1.25239,1.25591,0,,,,,,,
2012.08.24,0:00,1.25574,1.25659,1.2481,1.25106,0,,,,,,,
2012.08.26,0:00,1.25122,1.25232,1.25034,1.25046,0,,,,,,,
2012.08.27,0:00,1.25042,1.25354,1.24898,1.25004,0,,,,,,,
2012.08.28,0:00,1.25008,1.25762,1.24645,1.257,0,,,,,,,
2012.08.29,0:00,1.25682,1.25731,1.25182,1.25299,0,,,,,,,
2012.08.30,0:00,1.25299,1.25633,1.24866,1.25088,0,,,,,,,
2012.08.31,0:00,1.25096,1.26371,1.24934,1.25688,0,,,,,,,
2012.09.02,0:00,1.25679,1.25845,1.25647,1.25728,0,,,,,,,
2012.09.03,0:00,1.25732,1.26107,1.25593,1.25853,0,,,,,,,
2012.09.04,0:00,1.25864,1.2627,1.25247,1.2533,0,,,,,,,
2012.09.05,0:00,1.25285,1.26241,1.25016,1.25997,0,,,,,,,
2012.09.06,0:00,1.25997,1.26506,1.25609,1.26304,0,,,,,,,
2012.09.07,0:00,1.26316,1.28164,1.26254,1.28154,0,,,,,,,
2012.09.09,0:00,1.28079,1.281,1.27903,1.27949,0,,,,,,,
2012.09.10,0:00,1.27932,1.28033,1.27531,1.27611,0,,,,,,,
2012.09.11,0:00,1.27627,1.2871,1.27582,1.28507,0,,,,,,,
2012.09.12,0:00,1.2851,1.29362,1.28143,1.29015,0,,,,,,,
2012.09.13,0:00,1.29019,1.30014,1.28536,1.29922,0,,,,,,,
2012.09.14,0:00,1.29908,1.31684,1.2984,1.31266,0,,,,,,,
2012.09.16,0:00,1.31216,1.31311,1.31081,1.3113,0,,,,,,,
2012.09.17,0:00,1.31122,1.31707,1.3083,1.31073,0,,,,,,,
2012.09.18,0:00,1.31078,1.31145,1.30289,1.30457,0,,,,,,,
2012.09.19,0:00,1.30468,1.30847,1.29929,1.30568,0,,,,,,,
2012.09.20,0:00,1.30572,1.30585,1.2919,1.29729,0,,,,,,,
2012.09.21,0:00,1.2973,1.30475,1.29553,1.29765,0,,,,,,,
2012.09.23,0:00,1.29782,1.29884,1.29648,1.29663,0,,,,,,,
2012.09.24,0:00,1.29666,1.29792,1.28905,1.29398,0,,,,,,,
2012.09.25,0:00,1.29396,1.29704,1.28855,1.28979,0,,,,,,,
2012.09.26,0:00,1.28983,1.29122,1.28349,1.28773,0,,,,,,,
2012.09.27,0:00,1.28764,1.29278,1.28281,1.29114,0,,,,,,,
2012.09.28,0:00,1.29113,1.29593,1.28383,1.28586,0,,,,,,,
2012.09.30,0:00,1.28459,1.28496,1.28032,1.28064,0,,,,,,,
2012.10.01,0:00,1.28084,1.29383,1.28041,1.28876,0,,,,,,,
2012.10.02,0:00,1.2887,1.29675,1.288,1.29107,0,,,,,,,
2012.10.03,0:00,1.291,1.2935,1.28771,1.29223,0,,,,,,,
2012.10.04,0:00,1.29223,1.30313,1.29095,1.30121,0,,,,,,,
2012.10.05,0:00,1.30131,1.30712,1.29938,1.30324,0,,,,,,,
2012.10.07,0:00,1.30281,1.30281,1.30108,1.30145,0,,,,,,,
2012.10.08,0:00,1.30133,1.30154,1.2937,1.29744,0,,,,,,,
2012.10.09,0:00,1.29748,1.29906,1.28488,1.28584,0,,,,,,,
2012.10.10,0:00,1.28568,1.29126,1.28344,1.28586,0,,,,,,,
2012.10.11,0:00,1.2859,1.29512,1.28245,1.29311,0,,,,,,,
2012.10.12,0:00,1.29314,1.29912,1.29222,1.29502,0,,,,,,,
2012.10.14,0:00,1.29504,1.29596,1.29293,1.29336,0,,,,,,,
2012.10.15,0:00,1.29331,1.29785,1.28901,1.29667,0,,,,,,,
2012.10.16,0:00,1.29667,1.31234,1.29529,1.31051,0,,,,,,,
2012.10.17,0:00,1.31036,1.3139,1.3085,1.31116,0,,,,,,,
2012.10.18,0:00,1.31109,1.31284,1.30553,1.30673,0,,,,,,,
2012.10.19,0:00,1.30676,1.30764,1.3013,1.30222,0,,,,,,,
2012.10.21,0:00,1.30208,1.30288,1.30142,1.3021,0,,,,,,,
2012.10.22,0:00,1.30214,1.30831,1.30193,1.30698,0,,,,,,,
2012.10.23,0:00,1.30694,1.30698,1.29515,1.2973,0,,,,,,,
2012.10.24,0:00,1.29736,1.29962,1.292,1.29639,0,,,,,,,
2012.10.25,0:00,1.29641,1.30227,1.29264,1.29381,0,,,,,,,
2012.10.26,0:00,1.29353,1.29556,1.28826,1.29359,0,,,,,,,
2012.10.28,0:00,1.29386,1.29447,1.2918,1.29214,0,,,,,,,
2012.10.29,0:00,1.29219,1.29357,1.28848,1.29064,0,,,,,,,
2012.10.30,0:00,1.29061,1.29833,1.28858,1.29605,0,,,,,,,
2012.10.31,0:00,1.29612,1.30201,1.29463,1.29636,0,,,,,,,
2012.11.01,0:00,1.29638,1.29823,1.29245,1.2946,0,,,,,,,
2012.11.02,0:00,1.29454,1.29457,1.28209,1.2832,0,,,,,,,
2012.11.04,0:00,1.28253,1.28339,1.28135,1.28218,0,,,,,,,
2012.11.05,0:00,1.28228,1.28423,1.27672,1.27992,0,,,,,,,
2012.11.06,0:00,1.28008,1.28263,1.27631,1.28051,0,,,,,,,
2012.11.07,0:00,1.28053,1.28761,1.27361,1.27556,0,,,,,,,
2012.11.08,0:00,1.27553,1.27761,1.27167,1.27408,0,,,,,,,
2012.11.09,0:00,1.27416,1.27895,1.26895,1.27098,0,,,,,,,
2012.11.11,0:00,1.2708,1.27357,1.27036,1.27198,0,,,,,,,
2012.11.12,0:00,1.27198,1.27387,1.26974,1.27053,0,,,,,,,
2012.11.13,0:00,1.27062,1.27272,1.26596,1.27089,0,,,,,,,
2012.11.14,0:00,1.27082,1.2778,1.27025,1.27285,0,,,,,,,
2012.11.15,0:00,1.27279,1.28016,1.27165,1.27808,0,,,,,,,
2012.11.16,0:00,1.27809,1.27837,1.269,1.27418,0,,,,,,,
2012.11.18,0:00,1.27402,1.27604,1.27391,1.27581,0,,,,,,,
2012.11.19,0:00,1.27588,1.282,1.27452,1.27662,0,,,,,,,
2012.11.20,0:00,1.27656,1.28286,1.27646,1.28114,0,,,,,,,
2012.11.21,0:00,1.28109,1.28674,1.27359,1.28634,0,,,,,,,
2012.11.22,0:00,1.28615,1.28984,1.28338,1.28738,0,,,,,,,
2012.11.23,0:00,1.28742,1.29904,1.28676,1.29721,0,,,,,,,
2012.11.25,0:00,1.29621,1.2977,1.29602,1.29723,0,,,,,,,
2012.11.26,0:00,1.297,1.30057,1.29438,1.29877,0,,,,,,,
2012.11.27,0:00,1.29853,1.30081,1.29152,1.2937,0,,,,,,,
2012.11.28,0:00,1.29376,1.29602,1.28797,1.29499,0,,,,,,,
2012.11.29,0:00,1.29504,1.30139,1.29388,1.2971,0,,,,,,,
2012.11.30,0:00,1.2971,1.30273,1.29678,1.29851,0,,,,,,,
2012.12.02,0:00,1.29812,1.29973,1.29749,1.29952,0,,,,,,,
2012.12.03,0:00,1.29959,1.30753,1.29927,1.30631,0,,,,,,,
2012.12.04,0:00,1.30618,1.31079,1.30452,1.30986,0,,,,,,,
2012.12.05,0:00,1.30986,1.31263,1.30583,1.30719,0,,,,,,,
2012.12.06,0:00,1.30721,1.3086,1.295,1.29609,0,,,,,,,
2012.12.07,0:00,1.29627,1.2972,1.2876,1.29255,0,,,,,,,
2012.12.09,0:00,1.28869,1.29064,1.28856,1.29057,0,,,,,,,
2012.12.10,0:00,1.29088,1.2946,1.28855,1.29366,0,,,,,,,
2012.12.11,0:00,1.29364,1.30144,1.29285,1.30109,0,,,,,,,
2012.12.12,0:00,1.30099,1.30964,1.29953,1.30647,0,,,,,,,
2012.12.13,0:00,1.30646,1.30999,1.30406,1.30763,0,,,,,,,
2012.12.14,0:00,1.30766,1.31727,1.30659,1.31627,0,,,,,,,
2012.12.16,0:00,1.31711,1.3186,1.31611,1.31654,0,,,,,,,
2012.12.17,0:00,1.31659,1.31784,1.31439,1.31604,0,,,,,,,
2012.12.18,0:00,1.31612,1.32377,1.31562,1.32281,0,,,,,,,
2012.12.19,0:00,1.32287,1.33077,1.31873,1.32124,0,,,,,,,
2012.12.20,0:00,1.32133,1.32949,1.32031,1.32364,0,,,,,,,
2012.12.21,0:00,1.32366,1.32371,1.31583,1.3187,0,,,,,,,
2012.12.23,0:00,1.31684,1.31847,1.31672,1.31791,0,,,,,,,
2012.12.24,0:00,1.31787,1.32333,1.31705,1.31775,0,,,,,,,
2012.12.26,0:00,1.31797,1.32538,1.31766,1.32266,0,,,,,,,
2012.12.27,0:00,1.3229,1.32834,1.32012,1.32474,0,,,,,,,
2012.12.28,0:00,1.32475,1.32562,1.31657,1.32141,0,,,,,,,
2012.12.30,0:00,1.32116,1.32314,1.32073,1.32253,0,,,,,,,
2012.12.31,0:00,1.32255,1.3234,1.31719,1.31846,0,,,,,,,
2013.01.02,0:00,1.32269,1.32934,1.31556,1.31827,0,,,,,,,
2013.01.03,0:00,1.31836,1.31887,1.30216,1.30237,0,,,,,,,
2013.01.04,0:00,1.30272,1.3089,1.29974,1.30679,0,,,,,,,
2013.01.06,0:00,1.3072,1.30785,1.30647,1.30672,0,,,,,,,
2013.01.07,0:00,1.30674,1.31273,1.30165,1.31232,0,,,,,,,
2013.01.08,0:00,1.31213,1.31394,1.30559,1.30822,0,,,,,,,
2013.01.09,0:00,1.30815,1.30957,1.30364,1.30528,0,,,,,,,
2013.01.10,0:00,1.30531,1.32788,1.30382,1.32719,0,,,,,,,
2013.01.11,0:00,1.32716,1.3365,1.32479,1.33425,0,,,,,,,
2013.01.13,0:00,1.33498,1.33682,1.33407,1.33574,0,,,,,,,
2013.01.14,0:00,1.33562,1.34034,1.33358,1.33766,0,,,,,,,
2013.01.15,0:00,1.33779,1.33934,1.32631,1.33085,0,,,,,,,
2013.01.16,0:00,1.33083,1.33244,1.32558,1.32839,0,,,,,,,
2013.01.17,0:00,1.32835,1.3387,1.32695,1.33734,0,,,,,,,
2013.01.18,0:00,1.33739,1.33978,1.32802,1.33171,0,,,,,,,
2013.01.20,0:00,1.3308,1.33226,1.33012,1.33173,0,,,,,,,
2013.01.21,0:00,1.33168,1.3332,1.32996,1.33089,0,,,,,,,
2013.01.22,0:00,1.33072,1.33714,1.32664,1.33118,0,,,,,,,
2013.01.23,0:00,1.33123,1.3354,1.32639,1.33061,0,,,,,,,
2013.01.24,0:00,1.33057,1.33923,1.32859,1.33669,0,,,,,,,
2013.01.25,0:00,1.33681,1.34788,1.33489,1.34616,0,,,,,,,
2013.01.27,0:00,1.34533,1.34703,1.34496,1.3464,0,,,,,,,
2013.01.28,0:00,1.34613,1.34769,1.34243,1.34464,0,,,,,,,
2013.01.29,0:00,1.34465,1.34967,1.34141,1.34866,0,,,,,,,
2013.01.30,0:00,1.34872,1.35871,1.34817,1.35678,0,,,,,,,
2013.01.31,0:00,1.35676,1.36168,1.35409,1.36112,0,,,,,,,
2013.02.01,0:00,1.36085,1.37105,1.35859,1.36391,0,,,,,,,
2013.02.03,0:00,1.36411,1.36587,1.36284,1.36439,0,,,,,,,
2013.02.04,0:00,1.36433,1.36485,1.34978,1.35101,0,,,,,,,
2013.02.05,0:00,1.35103,1.3597,1.34581,1.35819,0,,,,,,,
2013.02.06,0:00,1.35793,1.35954,1.34929,1.35214,0,,,,,,,
2013.02.07,0:00,1.35215,1.35772,1.33702,1.33821,0,,,,,,,
2013.02.08,0:00,1.33836,1.34287,1.3353,1.33632,0,,,,,,,
2013.02.10,0:00,1.33591,1.33776,1.33527,1.33657,0,,,,,,,
2013.02.11,0:00,1.33654,1.34271,1.33565,1.34012,0,,,,,,,
2013.02.12,0:00,1.34014,1.34751,1.33633,1.34517,0,,,,,,,
2013.02.13,0:00,1.34506,1.35195,1.34256,1.34441,0,,,,,,,
2013.02.14,0:00,1.34449,1.3455,1.33148,1.33494,0,,,,,,,
2013.02.15,0:00,1.33501,1.33928,1.33061,1.33601,0,,,,,,,
2013.02.17,0:00,1.33477,1.33579,1.33363,1.33386,0,,,,,,,
2013.02.18,0:00,1.33399,1.33791,1.33211,1.33479,0,,,,,,,
2013.02.19,0:00,1.33484,1.33956,1.33282,1.33943,0,,,,,,,
2013.02.20,0:00,1.33944,1.34335,1.32699,1.32724,0,,,,,,,
2013.02.21,0:00,1.32719,1.32888,1.31605,1.31913,0,,,,,,,
2013.02.22,0:00,1.31907,1.32448,1.31446,1.31897,0,,,,,,,
2013.02.24,0:00,1.32007,1.32277,1.31835,1.31901,0,,,,,,,
2013.02.25,0:00,1.3191,1.33185,1.30467,1.30655,0,,,,,,,
2013.02.26,0:00,1.30666,1.31221,1.30181,1.3066,0,,,,,,,
2013.02.27,0:00,1.30673,1.31609,1.30408,1.31543,0,,,,,,,
2013.02.28,0:00,1.31537,1.31575,1.30515,1.30596,0,,,,,,,
2013.03.01,0:00,1.30595,1.31007,1.29658,1.3017,0,,,,,,,
2013.03.03,0:00,1.30156,1.30303,1.30017,1.30154,0,,,,,,,
2013.03.04,0:00,1.30146,1.304,1.29818,1.30343,0,,,,,,,
2013.03.05,0:00,1.30333,1.30747,1.30096,1.30467,0,,,,,,,
2013.03.06,0:00,1.3047,1.30701,1.29617,1.29776,0,,,,,,,
2013.03.07,0:00,1.29781,1.3118,1.29739,1.31073,0,,,,,,,
2013.03.08,0:00,1.31065,1.3134,1.29548,1.3004,0,,,,,,,
2013.03.10,0:00,1.29829,1.30031,1.29786,1.2986,0,,,,,,,
2013.03.11,0:00,1.29846,1.30529,1.29832,1.30318,0,,,,,,,
2013.03.12,0:00,1.30307,1.30738,1.29905,1.30297,0,,,,,,,
2013.03.13,0:00,1.3029,1.30644,1.29229,1.29585,0,,,,,,,
2013.03.14,0:00,1.29598,1.30319,1.29115,1.30118,0,,,,,,,
2013.03.15,0:00,1.30119,1.31064,1.30026,1.30751,0,,,,,,,
2013.03.17,0:00,1.29878,1.29878,1.28872,1.28902,0,,,,,,,
2013.03.18,0:00,1.28896,1.29953,1.28814,1.29426,0,,,,,,,
2013.03.19,0:00,1.29426,1.29693,1.28428,1.28635,0,,,,,,,
2013.03.20,0:00,1.28635,1.2978,1.28628,1.29388,0,,,,,,,
2013.03.21,0:00,1.29373,1.29549,1.28795,1.29027,0,,,,,,,
2013.03.22,0:00,1.29042,1.30094,1.28877,1.29896,0,,,,,,,
2013.03.24,0:00,1.2968,1.30465,1.29408,1.3018,0,,,,,,,
2013.03.25,0:00,1.30193,1.30476,1.28294,1.28568,0,,,,,,,
2013.03.26,0:00,1.28579,1.28894,1.28272,1.286,0,,,,,,,
2013.03.27,0:00,1.28611,1.28665,1.27504,1.2774,0,,,,,,,
2013.03.28,0:00,1.27754,1.28442,1.27548,1.28129,0,,,,,,,
2013.03.29,0:00,1.2814,1.28367,1.27922,1.28147,0,,,,,,,
2013.03.31,0:00,1.28104,1.28121,1.27995,1.28047,0,,,,,,,
2013.04.01,0:00,1.28051,1.28677,1.27708,1.28484,0,,,,,,,
2013.04.02,0:00,1.28472,1.28775,1.28087,1.28187,0,,,,,,,
2013.04.03,0:00,1.28188,1.2864,1.27895,1.28484,0,,,,,,,
2013.04.04,0:00,1.2849,1.29485,1.27443,1.29252,0,,,,,,,
2013.04.05,0:00,1.29253,1.30393,1.29002,1.29852,0,,,,,,,
2013.04.07,0:00,1.29735,1.3005,1.29704,1.29904,0,,,,,,,
2013.04.08,0:00,1.29914,1.30372,1.2968,1.30287,0,,,,,,,
2013.04.09,0:00,1.30295,1.31027,1.30046,1.30802,0,,,,,,,
2013.04.10,0:00,1.30792,1.31216,1.30506,1.30515,0,,,,,,,
2013.04.11,0:00,1.30537,1.3138,1.30433,1.31158,0,,,,,,,
2013.04.12,0:00,1.31138,1.31262,1.30364,1.31085,0,,,,,,,
2013.04.14,0:00,1.31139,1.31139,1.30949,1.30962,0,,,,,,,
2013.04.15,0:00,1.30963,1.31073,1.30211,1.30526,0,,,,,,,
2013.04.16,0:00,1.3053,1.32011,1.30276,1.31774,0,,,,,,,
2013.04.17,0:00,1.31767,1.31991,1.30007,1.30332,0,,,,,,,
2013.04.18,0:00,1.3032,1.3096,1.30204,1.30521,0,,,,,,,
2013.04.19,0:00,1.3052,1.3128,1.3046,1.30502,0,,,,,,,
2013.04.21,0:00,1.30738,1.30754,1.30528,1.30564,0,,,,,,,
2013.04.22,0:00,1.3056,1.30834,1.30146,1.30591,0,,,,,,,
2013.04.23,0:00,1.30598,1.30834,1.29727,1.29936,0,,,,,,,
2013.04.24,0:00,1.29928,1.30338,1.29534,1.3015,0,,,,,,,
2013.04.25,0:00,1.30145,1.30931,1.29886,1.30034,0,,,,,,,
2013.04.26,0:00,1.30037,1.30469,1.29903,1.3026,0,,,,,,,
2013.04.28,0:00,1.30364,1.30665,1.30364,1.30405,0,,,,,,,
2013.04.29,0:00,1.30392,1.3116,1.30313,1.3094,0,,,,,,,
2013.04.30,0:00,1.30926,1.31855,1.30533,1.31674,0,,,,,,,
2013.05.01,0:00,1.31671,1.32424,1.31603,1.31789,0,,,,,,,
2013.05.02,0:00,1.31795,1.32183,1.3037,1.30656,0,,,,,,,
2013.05.03,0:00,1.30656,1.31586,1.30325,1.3113,0,,,,,,,
2013.05.05,0:00,1.31167,1.31256,1.31086,1.31204,0,,,,,,,
2013.05.06,0:00,1.31196,1.31405,1.30533,1.30721,0,,,,,,,
2013.05.07,0:00,1.30712,1.31315,1.30671,1.30745,0,,,,,,,
2013.05.08,0:00,1.30754,1.31941,1.3071,1.31598,0,,,,,,,
2013.05.09,0:00,1.31598,1.31768,1.30096,1.30308,0,,,,,,,
2013.05.10,0:00,1.30316,1.30506,1.2935,1.29883,0,,,,,,,
2013.05.12,0:00,1.29665,1.29777,1.2959,1.29665,0,,,,,,,
2013.05.13,0:00,1.29678,1.29991,1.2941,1.29866,0,,,,,,,
2013.05.14,0:00,1.2984,1.30287,1.2911,1.29359,0,,,,,,,
2013.05.15,0:00,1.29354,1.29422,1.28428,1.28821,0,,,,,,,
2013.05.16,0:00,1.28811,1.29294,1.28461,1.28824,0,,,,,,,
2013.05.17,0:00,1.28806,1.28887,1.2796,1.2838,0,,,,,,,
2013.05.19,0:00,1.2842,1.28479,1.28271,1.28305,0,,,,,,,
2013.05.20,0:00,1.28284,1.29033,1.28189,1.289,0,,,,,,,
2013.05.21,0:00,1.28896,1.29329,1.28405,1.29193,0,,,,,,,
2013.05.22,0:00,1.29193,1.29962,1.28329,1.28415,0,,,,,,,
2013.05.23,0:00,1.28413,1.29561,1.28212,1.2922,0,,,,,,,
2013.05.24,0:00,1.29225,1.29922,1.29039,1.29258,0,,,,,,,
2013.05.26,0:00,1.29293,1.29432,1.29288,1.29352,0,,,,,,,
2013.05.27,0:00,1.2933,1.29484,1.29145,1.29334,0,,,,,,,
2013.05.28,0:00,1.29319,1.2949,1.28409,1.28439,0,,,,,,,
2013.05.29,0:00,1.2845,1.29765,1.28375,1.2946,0,,,,,,,
2013.05.30,0:00,1.29463,1.30608,1.29326,1.30416,0,,,,,,,
2013.05.31,0:00,1.30422,1.30482,1.29439,1.29919,0,,,,,,,
2013.06.02,0:00,1.29917,1.29997,1.29816,1.29937,0,,,,,,,
2013.06.03,0:00,1.29941,1.3107,1.29551,1.30698,0,,,,,,,
2013.06.04,0:00,1.30693,1.31007,1.30418,1.30711,0,,,,,,,
2013.06.05,0:00,1.30701,1.31142,1.30526,1.3086,0,,,,,,,
2013.06.06,0:00,1.30874,1.33053,1.30746,1.32416,0,,,,,,,
2013.06.07,0:00,1.32407,1.32843,1.31916,1.32168,0,,,,,,,
2013.06.09,0:00,1.3191,1.32144,1.31844,1.32018,0,,,,,,,
2013.06.10,0:00,1.32014,1.32686,1.31771,1.32524,0,,,,,,,
2013.06.11,0:00,1.32525,1.3317,1.32317,1.33118,0,,,,,,,
2013.06.12,0:00,1.33135,1.33588,1.32651,1.33433,0,,,,,,,
2013.06.13,0:00,1.33445,1.33899,1.32782,1.3358,0,,,,,,,
2013.06.14,0:00,1.33583,1.33724,1.32944,1.33429,0,,,,,,,
2013.06.16,0:00,1.33434,1.33566,1.33426,1.33539,0,,,,,,,
2013.06.17,0:00,1.33534,1.33811,1.33182,1.33614,0,,,,,,,
2013.06.18,0:00,1.3361,1.3415,1.33255,1.33923,0,,,,,,,
2013.06.19,0:00,1.33924,1.34151,1.32614,1.32811,0,,,,,,,
2013.06.20,0:00,1.32822,1.32998,1.31609,1.32271,0,,,,,,,
2013.06.21,0:00,1.32299,1.32533,1.30985,1.31181,0,,,,,,,
2013.06.23,0:00,1.3088,1.31134,1.3088,1.31057,0,,,,,,,
2013.06.24,0:00,1.31058,1.31435,1.30586,1.31341,0,,,,,,,
2013.06.25,0:00,1.31343,1.31501,1.30646,1.30746,0,,,,,,,
2013.06.26,0:00,1.30741,1.30866,1.29848,1.30156,0,,,,,,,
2013.06.27,0:00,1.30165,1.3056,1.29998,1.30356,0,,,,,,,
2013.06.28,0:00,1.30359,1.31026,1.29911,1.30082,0,,,,,,,
2013.06.30,0:00,1.301,1.30154,1.30046,1.30073,0,,,,,,,
2013.07.01,0:00,1.30078,1.30702,1.30078,1.30671,0,,,,,,,
2013.07.02,0:00,1.30672,1.30776,1.29631,1.2974,0,,,,,,,
2013.07.03,0:00,1.29746,1.30309,1.2923,1.302,0,,,,,,,
2013.07.04,0:00,1.30177,1.30177,1.28827,1.28918,0,,,,,,,
2013.07.05,0:00,1.2893,1.29049,1.28058,1.28277,0,,,,,,,
2013.07.07,0:00,1.28186,1.28316,1.28088,1.28121,0,,,,,,,
2013.07.08,0:00,1.28132,1.28815,1.28113,1.28602,0,,,,,,,
2013.07.09,0:00,1.28594,1.28975,1.27547,1.27759,0,,,,,,,
2013.07.10,0:00,1.27769,1.32051,1.27644,1.31158,0,,,,,,,
2013.07.11,0:00,1.31158,1.31466,1.30056,1.30861,0,,,,,,,
2013.07.12,0:00,1.30875,1.30993,1.29987,1.30658,0,,,,,,,
2013.07.14,0:00,1.30712,1.30749,1.30529,1.306,0,,,,,,,
2013.07.15,0:00,1.3062,1.30786,1.29931,1.30572,0,,,,,,,
2013.07.16,0:00,1.30585,1.31738,1.30487,1.31472,0,,,,,,,
2013.07.17,0:00,1.31477,1.31769,1.30829,1.31157,0,,,,,,,
2013.07.18,0:00,1.31183,1.31251,1.30661,1.31076,0,,,,,,,
2013.07.19,0:00,1.31077,1.31534,1.30882,1.31392,0,,,,,,,
2013.07.21,0:00,1.31373,1.31597,1.31338,1.31575,0,,,,,,,
2013.07.22,0:00,1.31567,1.32173,1.31438,1.31902,0,,,,,,,
2013.07.23,0:00,1.31892,1.32384,1.31632,1.32205,0,,,,,,,
2013.07.24,0:00,1.32195,1.32554,1.31764,1.31898,0,,,,,,,
2013.07.25,0:00,1.31894,1.32953,1.31653,1.32729,0,,,,,,,
2013.07.26,0:00,1.32724,1.32963,1.32525,1.32765,0,,,,,,,
2013.07.28,0:00,1.32799,1.32931,1.3274,1.32851,0,,,,,,,
2013.07.29,0:00,1.32842,1.32946,1.32389,1.32625,0,,,,,,,
2013.07.30,0:00,1.32609,1.33003,1.32341,1.3265,0,,,,,,,
2013.07.31,0:00,1.32661,1.33446,1.32097,1.33002,0,,,,,,,
2013.08.01,0:00,1.33009,1.33105,1.31935,1.32109,0,,,,,,,
2013.08.02,0:00,1.32103,1.32934,1.31865,1.32765,0,,,,,,,
2013.08.04,0:00,1.32783,1.32856,1.32728,1.32765,0,,,,,,,
2013.08.05,0:00,1.32774,1.32994,1.32325,1.32569,0,,,,,,,
2013.08.06,0:00,1.32563,1.33223,1.32458,1.33065,0,,,,,,,
2013.08.07,0:00,1.33052,1.3345,1.32653,1.33395,0,,,,,,,
2013.08.08,0:00,1.33377,1.33999,1.33278,1.33787,0,,,,,,,
2013.08.09,0:00,1.33784,1.33899,1.33323,1.33379,0,,,,,,,
2013.08.11,0:00,1.33278,1.33435,1.33187,1.33377,0,,,,,,,
2013.08.12,0:00,1.33381,1.33398,1.32771,1.32909,0,,,,,,,
2013.08.13,0:00,1.32903,1.33164,1.32332,1.32644,0,,,,,,,
2013.08.14,0:00,1.32648,1.32798,1.32387,1.32639,0,,,,,,,
2013.08.15,0:00,1.32644,1.33622,1.32051,1.33499,0,,,,,,,
2013.08.16,0:00,1.33503,1.33796,1.33107,1.33261,0,,,,,,,
2013.08.18,0:00,1.33288,1.33416,1.33202,1.33283,0,,,,,,,
2013.08.19,0:00,1.33284,1.33743,1.33149,1.33331,0,,,,,,,
2013.08.20,0:00,1.33334,1.34513,1.33232,1.34199,0,,,,,,,
2013.08.21,0:00,1.34194,1.34264,1.33347,1.33406,0,,,,,,,
2013.08.22,0:00,1.33411,1.33728,1.32979,1.33547,0,,,,,,,
2013.08.23,0:00,1.33546,1.34089,1.33328,1.33742,0,,,,,,,
2013.08.25,0:00,1.33816,1.33902,1.33764,1.33857,0,,,,,,,
2013.08.26,0:00,1.33865,1.33936,1.33561,1.33774,0,,,,,,,
2013.08.27,0:00,1.33767,1.33982,1.33217,1.33901,0,,,,,,,
2013.08.28,0:00,1.33894,1.3397,1.33047,1.33342,0,,,,,,,
2013.08.29,0:00,1.33347,1.33396,1.3219,1.3236,0,,,,,,,
2013.08.30,0:00,1.32372,1.32541,1.31729,1.32189,0,,,,,,,
2013.09.01,0:00,1.3215,1.3215,1.31962,1.32059,0,,,,,,,
2013.09.02,0:00,1.32065,1.32267,1.31832,1.31887,0,,,,,,,
2013.09.03,0:00,1.31888,1.31964,1.3138,1.31709,0,,,,,,,
2013.09.04,0:00,1.31705,1.32173,1.31564,1.31989,0,,,,,,,
2013.09.05,0:00,1.31984,1.32218,1.311,1.31188,0,,,,,,,
2013.09.06,0:00,1.31184,1.31888,1.31044,1.31752,0,,,,,,,
2013.09.08,0:00,1.31645,1.31776,1.31589,1.31713,0,,,,,,,
2013.09.09,0:00,1.31701,1.32787,1.31665,1.32549,0,,,,,,,
2013.09.10,0:00,1.32544,1.32755,1.32299,1.32666,0,,,,,,,
2013.09.11,0:00,1.32666,1.33234,1.32434,1.33127,0,,,,,,,
2013.09.12,0:00,1.33128,1.33242,1.32542,1.32976,0,,,,,,,
2013.09.13,0:00,1.32971,1.33208,1.32534,1.32916,0,,,,,,,
2013.09.15,0:00,1.33548,1.33814,1.33548,1.33579,0,,,,,,,
2013.09.16,0:00,1.3357,1.33853,1.33299,1.33345,0,,,,,,,
2013.09.17,0:00,1.33339,1.33689,1.33245,1.33558,0,,,,,,,
2013.09.18,0:00,1.33559,1.35412,1.33379,1.35229,0,,,,,,,
2013.09.19,0:00,1.35207,1.35682,1.35093,1.35327,0,,,,,,,
2013.09.20,0:00,1.35328,1.35483,1.34976,1.35207,0,,,,,,,
